each_cy,pingyin,input_index,output_index
良莠不一,"['liang', 'you', 'bu', 'yi']",17,263
良莠淆杂,"['liang', 'you', 'xiao', 'za']",17,0
忘恩失义,"['wang', 'en', 'shi', 'yi']",12,263
忘恩背义,"['wang', 'en', 'bei', 'yi']",12,263
沐猴衣冠,"['mu', 'hou', 'yi', 'guan']",21,11
沥血叩心,"['li', 'xue', 'kou', 'xin']",82,81
沧桑之变,"['cang', 'sang', 'zhi', 'bian']",4,16
沐猴冠冕,"['mu', 'hou', 'guan', 'mian']",21,14
应规蹈矩,"['ying', 'gui', 'dao', 'ju']",34,25
补残守缺,"['bu', 'can', 'shou', 'que']",17,0
应权通变,"['ying', 'quan', 'tong', 'bian']",34,16
言不由中,"['yan', 'bu', 'you', 'zhong']",41,33
言从计行,"['yan', 'cong', 'ji', 'xing']",41,27
词严义正,"['ci', 'yan', 'yi', 'zheng']",14,12
言听计行,"['yan', 'ting', 'ji', 'xing']",41,27
改张易调,"['gai', 'zhang', 'yi', 'diao']",8,12
势钧力敌,"['shi', 'jun', 'li', 'di']",144,15
卧鼓偃旗,"['wo', 'gu', 'yan', 'qi']",7,67
言类悬河,"['yan', 'lei', 'xuan', 'he']",41,13
枉突徙薪,"['wang', 'tu', 'xi', 'xin']",12,81
苞藏祸心,"['bao', 'cang', 'huo', 'xin']",6,81
纸贵洛城,"['zhi', 'gui', 'luo', 'cheng']",60,17
若丧考妣,"['ruo', 'sang', 'kao', 'bi']",1,28
英雄短气,"['ying', 'xiong', 'duan', 'qi']",34,67
青过于蓝,"['qing', 'guo', 'yu', 'lan']",15,7
转辗反侧,"['zhuan', 'zhan', 'fan', 'ce']",5,0
拔类超群,"['ba', 'lei', 'chao', 'qun']",4,4
抱薪救焚,"['bao', 'xin', 'jiu', 'fen']",6,24
抱残守阙,"['bao', 'can', 'shou', 'que']",6,0
迥乎不同,"['jiong', 'hu', 'bu', 'tong']",0,35
披古通今,"['pi', 'gu', 'tong', 'jin']",6,39
拔萃出群,"['ba', 'cui', 'chu', 'qun']",4,4
披毛求疵,"['pi', 'mao', 'qiu', 'ci']",6,8
易于反掌,"['yi', 'yu', 'fan', 'zhang']",126,5
鸣钟列鼎,"['ming', 'zhong', 'lie', 'ding']",29,1
明珠生蚌,"['ming', 'zhu', 'sheng', 'bang']",29,4
凭河暴虎,"['ping', 'he', 'bao', 'hu']",8,37
朋比作奸,"['peng', 'bi', 'zuo', 'jian']",3,29
钓誉沽名,"['diao', 'yu', 'gu', 'ming']",11,40
觅柳寻花,"['mi', 'liu', 'xun', 'hua']",12,24
物至则反,"['wu', 'zhi', 'ze', 'fan']",60,30
鱼游釜底,"['yu', 'you', 'fu', 'di']",80,15
狗盗鸡鸣,"['gou', 'dao', 'ji', 'ming']",7,40
狗续貂尾,"['gou', 'xu', 'diao', 'wei']",7,44
舍本问末,"['she', 'ben', 'wen', 'mo']",23,38
依本画葫芦,"['yi', 'ben', 'hua', 'hu', 'lu']",126,21
知今博古,"['zhi', 'jin', 'bo', 'gu']",60,44
金屋贮娇,"['jin', 'wu', 'zhu', 'jiao']",44,24
炙手而热,"['zhi', 'shou', 'er', 're']",60,2
刻骨镂心,"['ke', 'gu', 'lou', 'xin']",24,81
沾沾自足,"['zhan', 'zhan', 'zi', 'zu']",18,6
沽名吊誉,"['gu', 'ming', 'diao', 'yu']",40,65
沽名邀誉,"['gu', 'ming', 'yao', 'yu']",40,65
物极必返,"['wu', 'ji', 'bi', 'fan']",60,30
变风改俗,"['bian', 'feng', 'gai', 'su']",24,9
变起萧墙,"['bian', 'qi', 'xiao', 'qiang']",24,7
怙恶不改,"['hu', 'e', 'bu', 'gai']",18,13
巷议街谈,"['xiang', 'yi', 'jie', 'tan']",24,15
草庐三顾,"['cao', 'lu', 'san', 'gu']",11,44
按兵不举,"['an', 'bing', 'bu', 'ju']",13,25
赴汤投火,"['fu', 'tang', 'tou', 'huo']",47,17
指日而待,"['zhi', 'ri', 'er', 'dai']",60,12
鸦雀无闻,"['ya', 'que', 'wu', 'wen']",7,22
鸦鹊无声,"['ya', 'que', 'wu', 'sheng']",7,29
指桑说槐,"['zhi', 'sang', 'shuo', 'huai']",60,3
标新取异,"['biao', 'xin', 'qu', 'yi']",6,263
枯木死灰,"['ku', 'mu', 'si', 'hui']",10,22
赴汤跳火,"['fu', 'tang', 'tiao', 'huo']",47,17
相得恨晚,"['xiang', 'de', 'hen', 'wan']",24,37
星眸皓齿,"['xing', 'mou', 'hao', 'chi']",26,13
背生芒刺,"['bei', 'sheng', 'mang', 'ci']",26,8
临深履冰,"['lin', 'shen', 'lv', 'bing']",3,23
临渴穿井,"['lin', 'ke', 'chuan', 'jing']",3,48
指鹿作马,"['zhi', 'lu', 'zuo', 'ma']",60,13
怨声盈路,"['yuan', 'sheng', 'ying', 'lu']",33,21
胆惊心战,"['dan', 'jing', 'xin', 'zhan']",33,10
盈篇累牍,"['ying', 'pian', 'lei', 'du']",34,11
信口开喝,"['xin', 'kou', 'kai', 'he']",80,13
胆颤心惊,"['dan', 'chan', 'xin', 'jing']",33,48
胆惊心颤,"['dan', 'jing', 'xin', 'chan']",33,1
怨声载路,"['yuan', 'sheng', 'zai', 'lu']",33,21
说梅止渴,"['shuo', 'mei', 'zhi', 'ke']",5,11
恼羞变怒,"['nao', 'xiu', 'bian', 'nu']",5,3
哀鸿遍地,"['ai', 'hong', 'bian', 'di']",8,15
逆耳忠言,"['ni', 'er', 'zhong', 'yan']",4,55
逆行倒施,"['ni', 'xing', 'dao', 'shi']",4,99
前功尽灭,"['qian', 'gong', 'jin', 'mie']",17,0
前功皆弃,"['qian', 'gong', 'jie', 'qi']",17,67
养虎留患,"['yang', 'hu', 'liu', 'huan']",28,19
神机妙用,"['shen', 'ji', 'miao', 'yong']",24,7
前倨后卑,"['qian', 'ju', 'hou', 'bei']",17,29
神术妙法,"['shen', 'shu', 'miao', 'fa']",24,6
屋下盖屋,"['wu', 'xia', 'gai', 'wu']",60,101
神谋妙策,"['shen', 'mou', 'miao', 'ce']",24,0
神术妙策,"['shen', 'shu', 'miao', 'ce']",24,0
神机妙术,"['shen', 'ji', 'miao', 'shu']",24,30
骆驿不绝,"['luo', 'yi', 'bu', 'jue']",16,11
眉欢眼笑,"['mei', 'huan', 'yan', 'xiao']",16,23
矜矜业业,"['jin', 'jin', 'ye', 'ye']",44,13
柔懦寡断,"['rou', 'nuo', 'gua', 'duan']",5,7
退徙三舍,"['tui', 'xi', 'san', 'she']",4,14
洞如观火,"['dong', 'ru', 'guan', 'huo']",11,17
秦庭朗镜,"['qin', 'ting', 'lang', 'jing']",13,48
泰来否往,"['tai', 'lai', 'pi', 'wang']",11,54
络驿不绝,"['luo', 'yi', 'bu', 'jue']",16,11
捕风弄月,"['bu', 'feng', 'nong', 'yue']",17,11
捕影拿风,"['bu', 'ying', 'na', 'feng']",17,52
恶稔祸盈,"['e', 'ren', 'huo', 'ying']",7,28
恶稔罪盈,"['e', 'ren', 'zui', 'ying']",7,28
恶稔贯盈,"['e', 'ren', 'guan', 'ying']",7,28
损本逐末,"['sun', 'ben', 'zhu', 'mo']",3,38
恐后争先,"['kong', 'hou', 'zheng', 'xian']",13,13
珠沉沧海,"['zhu', 'chen', 'cang', 'hai']",38,22
莫逆之友,"['mo', 'ni', 'zhi', 'you']",32,43
砺兵秣马,"['li', 'bing', 'mo', 'ma']",82,13
殊致同归,"['shu', 'zhi', 'tong', 'gui']",31,8
莫逆之契,"['mo', 'ni', 'zhi', 'qi']",32,67
殊方同致,"['shu', 'fang', 'tong', 'zhi']",31,66
莫措手足,"['mo', 'cuo', 'shou', 'zu']",32,6
破镜重合,"['po', 'jing', 'zhong', 'he']",14,13
逢场作乐,"['feng', 'chang', 'zuo', 'le']",45,17
倒屣而迎,"['dao', 'xi', 'er', 'ying']",41,28
倒屣迎宾,"['dao', 'xi', 'ying', 'bin']",41,3
倒屐相迎,"['dao', 'ji', 'xiang', 'ying']",41,28
透古通今,"['tou', 'gu', 'tong', 'jin']",17,39
铁打心肠,"['tie', 'da', 'xin', 'chang']",5,11
剖肝沥胆,"['pou', 'gan', 'li', 'dan']",1,23
益无忌惮,"['yi', 'wu', 'ji', 'dan']",126,23
冤家路狭,"['yuan', 'jia', 'lu', 'xia']",33,7
袖手傍观,"['xiu', 'shou', 'bang', 'guan']",21,11
病染膏肓,"['bing', 'ran', 'gao', 'huang']",15,11
疾声大呼,"['ji', 'sheng', 'da', 'hu']",98,37
涂炭生民,"['tu', 'tan', 'sheng', 'min']",18,3
流汗浃背,"['liu', 'han', 'jia', 'bei']",25,29
流芳万古,"['liu', 'fang', 'wan', 'gu']",25,44
高枕不虞,"['gao', 'zhen', 'bu', 'yu']",4,65
高枕安卧,"['gao', 'zhen', 'an', 'wo']",4,8
高节清风,"['gao', 'jie', 'qing', 'feng']",4,52
勒马悬崖,"['lei', 'ma', 'xuan', 'ya']",8,6
高谭清论,"['gao', 'tan', 'qing', 'lun']",4,2
通时达变,"['tong', 'shi', 'da', 'bian']",29,16
萧墙祸起,"['xiao', 'qiang', 'huo', 'qi']",17,67
萍水相遭,"['ping', 'shui', 'xiang', 'zao']",8,4
高枕勿忧,"['gao', 'zhen', 'wu', 'you']",4,43
萍水相遇,"['ping', 'shui', 'xiang', 'yu']",8,65
梦里南柯,"['meng', 'li', 'nan', 'ke']",19,11
接应不暇,"['jie', 'ying', 'bu', 'xia']",52,7
推心致腹,"['tui', 'xin', 'zhi', 'fu']",4,53
推诚布信,"['tui', 'cheng', 'bu', 'xin']",4,81
推诚置腹,"['tui', 'cheng', 'zhi', 'fu']",4,53
展转反侧,"['zhan', 'zhuan', 'fan', 'ce']",18,0
排患解纷,"['pai', 'huan', 'jie', 'fen']",0,24
衅起萧墙,"['xin', 'qi', 'xiao', 'qiang']",80,7
铢铢校量,"['zhu', 'zhu', 'xiao', 'liang']",38,16
高枕无虞,"['gao', 'zhen', 'wu', 'yu']",4,65
逸以待劳,"['yi', 'yi', 'dai', 'lao']",126,25
衅发萧墙,"['xin', 'fa', 'xiao', 'qiang']",80,7
掩耳偷铃,"['yan', 'er', 'tou', 'ling']",41,16
偃旗卧鼓,"['yan', 'qi', 'wo', 'gu']",41,44
欲盖而彰,"['yu', 'gai', 'er', 'zhang']",80,5
黄袍加体,"['huang', 'pao', 'jia', 'ti']",10,10
得寸思尺,"['de', 'cun', 'si', 'chi']",23,13
惜香怜玉,"['xi', 'xiang', 'lian', 'yu']",32,65
惊弦之鸟,"['jing', 'xian', 'zhi', 'niao']",44,1
望风而靡,"['wang', 'feng', 'er', 'mi']",12,8
清原正本,"['qing', 'yuan', 'zheng', 'ben']",15,1
情孚意合,"['qing', 'fu', 'yi', 'he']",15,13
深恶痛嫉,"['shen', 'wu', 'tong', 'ji']",24,62
深谋远猷,"['shen', 'mou', 'yuan', 'you']",24,43
深谋远略,"['shen', 'mou', 'yuan', 'lve']",24,3
祸兴萧墙,"['huo', 'xing', 'xiao', 'qiang']",32,7
祸稔萧墙,"['huo', 'ren', 'xiao', 'qiang']",32,7
深图远虑,"['shen', 'tu', 'yuan', 'lv']",24,4
随波逐尘,"['sui', 'bo', 'zhu', 'chen']",6,10
祸首罪魁,"['huo', 'shou', 'zui', 'kui']",32,3
殚心竭虑,"['dan', 'xin', 'jie', 'lv']",33,4
祸发萧墙,"['huo', 'fa', 'xiao', 'qiang']",32,7
殚精毕力,"['dan', 'jing', 'bi', 'li']",33,55
清贫如洗,"['qing', 'pin', 'ru', 'xi']",15,36
情不自堪,"['qing', 'bu', 'zi', 'kan']",15,8
淹淹一息,"['yan', 'yan', 'yi', 'xi']",41,36
欺世钓誉,"['qi', 'shi', 'diao', 'yu']",63,65
斯文委地,"['si', 'wen', 'wei', 'di']",28,15
超类绝伦,"['chao', 'lei', 'jue', 'lun']",1,2
朝四暮三,"['chao', 'si', 'mu', 'san']",1,35
殚精毕思,"['dan', 'jing', 'bi', 'si']",33,32
掣襟肘见,"['che', 'jin', 'zhou', 'jian']",17,29
锐未可当,"['rui', 'wei', 'ke', 'dang']",4,12
皓齿星眸,"['hao', 'chi', 'xing', 'mou']",10,1
循循诱人,"['xun', 'xun', 'you', 'ren']",4,28
孳孳不倦,"['zi', 'zi', 'bu', 'juan']",14,5
装模做样,"['zhuang', 'mo', 'zuo', 'yang']",11,20
善贾而沽,"['shan', 'gu', 'er', 'gu']",25,44
短兵接战,"['duan', 'bing', 'jie', 'zhan']",24,10
循次而进,"['xun', 'ci', 'er', 'jin']",4,39
装腔做势,"['zhuang', 'qiang', 'zuo', 'shi']",11,99
遗臭千年,"['yi', 'chou', 'qian', 'nian']",126,3
遗臭万代,"['yi', 'chou', 'wan', 'dai']",126,12
缓步代车,"['huan', 'bu', 'dai', 'che']",14,6
感激流涕,"['gan', 'ji', 'liu', 'ti']",13,10
感激涕泗,"['gan', 'ji', 'ti', 'si']",13,32
摸棱两可,"['mo', 'leng', 'liang', 'ke']",32,11
暗箭中人,"['an', 'jian', 'zhong', 'ren']",13,28
置之高阁,"['zhi', 'zhi', 'gao', 'ge']",60,20
路无拾遗,"['lu', 'wu', 'shi', 'yi']",31,263
愁眉苦眼,"['chou', 'mei', 'ku', 'yan']",7,55
愁颜不展,"['chou', 'yan', 'bu', 'zhan']",7,10
愁眉苦目,"['chou', 'mei', 'ku', 'mu']",7,36
辞严气正,"['ci', 'yan', 'qi', 'zheng']",14,12
触类而长,"['chu', 'lei', 'er', 'chang']",23,11
滔滔不尽,"['tao', 'tao', 'bu', 'jin']",9,39
滔滔不竭,"['tao', 'tao', 'bu', 'jie']",9,44
兢兢翼翼,"['jing', 'jing', 'yi', 'yi']",44,263
触目骇心,"['chu', 'mu', 'hai', 'xin']",23,81
誓山盟海,"['shi', 'shan', 'meng', 'hai']",144,22
摘句寻章,"['zhai', 'ju', 'xun', 'zhang']",1,5
意转心回,"['yi', 'zhuan', 'xin', 'hui']",126,22
箕裘相继,"['ji', 'qiu', 'xiang', 'ji']",98,62
群口铄金,"['qun', 'kou', 'shuo', 'jin']",8,39
端本正源,"['duan', 'ben', 'zheng', 'yuan']",24,19
瘦骨如柴,"['shou', 'gu', 'ru', 'chai']",32,5
遮人眼目,"['zhe', 'ren', 'yan', 'mu']",14,36
裹尸马革,"['guo', 'shi', 'ma', 'ge']",7,20
漏网游鱼,"['lou', 'wang', 'you', 'yu']",2,65
裹足不进,"['guo', 'zu', 'bu', 'jin']",7,39
精忠报国,"['jing', 'zhong', 'bao', 'guo']",44,15
缩衣节口,"['suo', 'yi', 'jie', 'kou']",15,17
德以报怨,"['de', 'yi', 'bao', 'yuan']",23,19
德深望重,"['de', 'shen', 'wang', 'zhong']",23,33
额手称颂,"['e', 'shou', 'cheng', 'song']",7,7
镂心刻骨,"['lou', 'xin', 'ke', 'gu']",2,44
鹤处鸡群,"['he', 'chu', 'ji', 'qun']",57,4
摩顶至足,"['mo', 'ding', 'zhi', 'zu']",32,6
摩顶至踵,"['mo', 'ding', 'zhi', 'zhong']",32,33
激忿填膺,"['ji', 'fen', 'tian', 'ying']",98,28
燃膏继晷,"['ran', 'gao', 'ji', 'gui']",33,8
蹈规循矩,"['dao', 'gui', 'xun', 'ju']",41,25
颠扑不磨,"['dian', 'pu', 'bu', 'mo']",7,38
磨踵灭顶,"['mo', 'zhong', 'mie', 'ding']",32,1
繁文末节,"['fan', 'wen', 'mo', 'jie']",30,44
濡沫涸辙,"['ru', 'mo', 'he', 'zhe']",17,6
燕雀处屋,"['yan', 'que', 'chu', 'wu']",41,101
颠簸不破,"['dian', 'bo', 'bu', 'po']",7,11
爨桂炊玉,"['cuan', 'gui', 'chui', 'yu']",4,65
戮力齐心,"['lu', 'li', 'qi', 'xin']",31,81
蹈赴汤火,"['dao', 'fu', 'tang', 'huo']",41,17
藕断丝联,"['ou', 'duan', 'si', 'lian']",2,13
鞭不及腹,"['bian', 'bu', 'ji', 'fu']",24,53
囊中取物,"['nang', 'zhong', 'qu', 'wu']",3,101
露面抛头,"['lu', 'mian', 'pao', 'tou']",31,20
蠢若木鸡,"['chun', 'ruo', 'mu', 'ji']",7,62
一举两全,"['yi', 'ju', 'liang', 'quan']",126,4
仰承鼻息,"['yang', 'cheng', 'bi', 'xi']",28,36
东床娇婿,"['dong', 'chuang', 'jiao', 'xu']",11,11
不共之仇,"['bu', 'gong', 'zhi', 'chou']",17,12
倚马成文,"['yi', 'ma', 'cheng', 'wen']",126,22
美奂美轮,"['mei', 'huan', 'mei', 'lun']",16,2
珠连璧合,"['zhu', 'lian', 'bi', 'he']",38,13
不识时变,"['bu', 'shi', 'shi', 'bian']",17,16
孔席不暖,"['kong', 'xi', 'bu', 'nuan']",13,0
低头丧气,"['di', 'tou', 'sang', 'qi']",63,67
沥胆隳肝,"['li', 'dan', 'hui', 'gan']",82,15
心惊肉颤,"['xin', 'jing', 'rou', 'chan']",80,1
豺狼当路,"['chai', 'lang', 'dang', 'lu']",5,21
水泄不通,"['shui', 'xie', 'bu', 'tong']",22,35
落叶归根,"['luo', 'ye', 'gui', 'gen']",16,3
饥不择食,"['ji', 'bu', 'ze', 'shi']",98,99
多华少实,"['duo', 'hua', 'shao', 'shi']",12,99
梅林止渴,"['mei', 'lin', 'zhi', 'ke']",16,11
坐薪悬胆,"['zuo', 'xin', 'xuan', 'dan']",11,23
流连忘反,"['liu', 'lian', 'wang', 'fan']",25,30
殊涂同归,"['shu', 'tu', 'tong', 'gui']",31,8
瞠乎后矣,"['cheng', 'hu', 'hou', 'yi']",35,263
脱胎换体,"['tuo', 'tai', 'huan', 'ti']",1,10
一笔三过,"['yi', 'bi', 'san', 'guo']",126,15
巧言花语,"['qiao', 'yan', 'hua', 'yu']",7,65
壹败涂地,"['yi', 'bai', 'tu', 'di']",126,15
引鸩止渴,"['yin', 'zhen', 'zhi', 'ke']",12,11
乐极哀生,"['le', 'ji', 'ai', 'sheng']",2,29
死灰复然,"['si', 'hui', 'fu', 'ran']",28,3
发引千钧,"['fa', 'yin', 'qian', 'jun']",25,3
欲盖弥章,"['yu', 'gai', 'mi', 'zhang']",80,5
尊俎折冲,"['zun', 'zu', 'zhe', 'chong']",2,9
秋毫无取,"['qiu', 'hao', 'wu', 'qu']",23,14
马革裹尸,"['ma', 'ge', 'guo', 'shi']",37,99
令人深省,"['ling', 'ren', 'shen', 'xing']",17,27
反邪归正,"['fan', 'xie', 'gui', 'zheng']",30,12
挥金似土,"['hui', 'jin', 'shi', 'tu']",27,11
高台明镜,"['gao', 'tai', 'ming', 'jing']",4,48
作法自弊,"['zuo', 'fa', 'zi', 'bi']",11,28
衰当益壮,"['shuai', 'dang', 'yi', 'zhuang']",2,14
浑沦吞枣,"['hun', 'lun', 'tun', 'zao']",5,4
鹘仑吞枣,"['gu', 'lun', 'tun', 'zao']",40,4
举军尽没,"['ju', 'jun', 'jin', 'mei']",38,19
鱼游釜中,"['yu', 'you', 'fu', 'zhong']",80,33
眼高手生,"['yan', 'gao', 'shou', 'sheng']",41,29
改弦易辙,"['gai', 'xian', 'yi', 'zhe']",8,6
神术妙计,"['shen', 'shu', 'miao', 'ji']",24,62
一矢双穿,"['yi', 'shi', 'shuang', 'chuan']",126,7
一帆顺风,"['yi', 'fan', 'shun', 'feng']",126,52
一呼百喏,"['yi', 'hu', 'bai', 'nuo']",126,0
一念差池,"['yi', 'nian', 'cha', 'chi']",126,13
一枕南柯,"['yi', 'zhen', 'nan', 'ke']",126,11
一长二短,"['yi', 'chang', 'er', 'duan']",126,7
一开生面,"['yi', 'kai', 'sheng', 'mian']",126,14
一钱不直,"['yi', 'qian', 'bu', 'zhi']",126,66
一趋一步,"['yi', 'qu', 'yi', 'bu']",126,126
七窍烟生,"['qi', 'qiao', 'yan', 'sheng']",63,29
七窍烟腾,"['qi', 'qiao', 'yan', 'teng']",63,1
了无所有,"['liao', 'wu', 'suo', 'you']",4,43
人谋敚天造,"['ren', 'mou', 'duo', 'tian', 'zao']",62,4
入梦生花,"['ru', 'meng', 'sheng', 'hua']",17,24
十全之美,"['shi', 'quan', 'zhi', 'mei']",144,19
三绝韦,"['san', 'jue', 'wei']",8,44
下笔成咏,"['xia', 'bi', 'cheng', 'yong']",30,7
千丈一落,"['qian', 'zhang', 'yi', 'luo']",17,12
千里寄鹅毛,"['qian', 'li', 'ji', 'e', 'mao']",17,10
千转万变,"['qian', 'zhuan', 'wan', 'bian']",17,16
口出不逊,"['kou', 'chu', 'bu', 'xun']",15,14
口呿目瞪,"['kou', 'qu', 'mu', 'deng']",15,4
口蜜剑腹,"['kou', 'mi', 'jian', 'fu']",15,53
大廷广众,"['da', 'ting', 'guang', 'zhong']",15,33
大喜逾望,"['da', 'xi', 'yu', 'wang']",15,54
大缪不然,"['da', 'miu', 'bu', 'ran']",15,3
小试割鸡,"['xiao', 'shi', 'ge', 'ji']",17,62
尸利素餐,"['shi', 'li', 'su', 'can']",144,4
尸禄素餐,"['shi', 'lu', 'su', 'can']",144,4
弓影浮杯,"['gong', 'ying', 'fu', 'bei']",17,29
才高倚马,"['cai', 'gao', 'yi', 'ma']",11,13
才堪倚马,"['cai', 'kan', 'yi', 'ma']",11,13
不二门,"['bu', 'er', 'men']",17,7
不加点,"['bu', 'jia', 'dian']",17,8
不可救疗,"['bu', 'ke', 'jiu', 'liao']",17,8
不可擢发,"['bu', 'ke', 'zhuo', 'fa']",17,6
不共天地,"['bu', 'gong', 'tian', 'di']",17,15
不同日月,"['bu', 'tong', 'ri', 'yue']",17,11
不见书传,"['bu', 'jian', 'shu', 'chuan']",17,7
不直一文,"['bu', 'zhi', 'yi', 'wen']",17,22
不为凡响,"['bu', 'wei', 'fan', 'xiang']",17,24
不值半文,"['bu', 'zhi', 'ban', 'wen']",17,22
不动声气,"['bu', 'dong', 'sheng', 'qi']",17,67
不修边幅,"['bu', 'xiu', 'bian', 'fu']",17,53
不暇思索,"['bu', 'xia', 'si', 'suo']",17,6
不学亡术,"['bu', 'xue', 'wang', 'shu']",17,30
不辨菽粟,"['bu', 'bian', 'shu', 'su']",17,9
不辩菽麦,"['bu', 'bian', 'shu', 'mai']",17,2
中干外强,"['zhong', 'gan', 'wai', 'qiang']",45,7
予夺生杀,"['yu', 'duo', 'sheng', 'sha']",80,12
井底虾蟆,"['jing', 'di', 'xia', 'ma']",44,13
井然不紊,"['jing', 'ran', 'bu', 'wen']",44,22
五日尹京,"['wu', 'ri', 'yin', 'jing']",60,48
分文不直,"['fen', 'wen', 'bu', 'zhi']",17,66
分廷抗礼,"['fen', 'ting', 'kang', 'li']",17,55
分毫不直,"['fen', 'hao', 'bu', 'zhi']",17,66
切瑳琢磨,"['qie', 'cuo', 'zhuo', 'mo']",4,38
化险为平,"['hua', 'xian', 'wei', 'ping']",42,22
反复不常,"['fan', 'fu', 'bu', 'chang']",30,11
天地诛戮,"['tian', 'di', 'zhu', 'lu']",39,21
天花坠地,"['tian', 'hua', 'zhui', 'di']",39,15
太山压卵,"['tai', 'shan', 'ya', 'luan']",11,5
心正气和,"['xin', 'zheng', 'qi', 'he']",80,13
心如刀锉,"['xin', 'ru', 'dao', 'cuo']",80,2
心回意转,"['xin', 'hui', 'yi', 'zhuan']",80,6
心猿意马,"['xin', 'yuan', 'yi', 'ma']",80,13
日坐针毡,"['ri', 'zuo', 'zhen', 'zhan']",15,10
毛发为耸,"['mao', 'fa', 'wei', 'song']",9,7
水火深热,"['shui', 'huo', 'shen', 're']",22,2
水乳相资,"['shui', 'ru', 'xiang', 'zi']",22,35
水流花落,"['shui', 'liu', 'hua', 'luo']",22,12
以咽废飧,"['yi', 'yan', 'fei', 'sun']",126,4
以桃代李,"['yi', 'tao', 'dai', 'li']",126,55
付诸一炬,"['fu', 'zhu', 'yi', 'ju']",47,25
功堕垂成,"['gong', 'duo', 'chui', 'cheng']",17,17
包藏奸心,"['bao', 'cang', 'jian', 'xin']",6,81
包藏逆心,"['bao', 'cang', 'ni', 'xin']",6,81
包罗万汇,"['bao', 'luo', 'wan', 'hui']",6,22
另眼看觑,"['ling', 'yan', 'kan', 'qu']",17,14
失交臂,"['shi', 'jiao', 'bi']",144,28
巧言善色,"['qiao', 'yan', 'shan', 'se']",7,3
未识一丁,"['wei', 'shi', 'yi', 'ding']",51,1
玉石俱烬,"['yu', 'shi', 'ju', 'jin']",80,39
瓦釜鸣雷,"['wa', 'fu', 'ming', 'lei']",4,10
生死与夺,"['sheng', 'si', 'yu', 'duo']",50,9
石填大海,"['shi', 'tian', 'da', 'hai']",144,22
石烂松枯,"['shi', 'lan', 'song', 'ku']",144,10
亥豕帝虎,"['hai', 'shi', 'di', 'hu']",26,37
亥豕鱼鲁,"['hai', 'shi', 'yu', 'lu']",26,21
休戚是同,"['xiu', 'qi', 'shi', 'tong']",21,35
伏枥骥,"['fu', 'li', 'ji']",47,62
列鼎鸣钟,"['lie', 'ding', 'ming', 'zhong']",7,33
列鼎撞钟,"['lie', 'ding', 'zhuang', 'zhong']",7,33
危如垒卵,"['wei', 'ru', 'lei', 'luan']",51,5
危犹累卵,"['wei', 'you', 'lei', 'luan']",51,5
同船济水,"['tong', 'chuan', 'ji', 'shui']",29,28
同归殊涂,"['tong', 'gui', 'shu', 'tu']",29,11
吊虎离山,"['diao', 'hu', 'li', 'shan']",11,12
向若之叹,"['xiang', 'ruo', 'zhi', 'tan']",24,15
因咽去食,"['yin', 'yan', 'qu', 'shi']",12,99
回心改念,"['hui', 'xin', 'gai', 'nian']",27,3
夙夜不解,"['su', 'ye', 'bu', 'jie']",12,44
多岐亡羊,"['duo', 'qi', 'wang', 'yang']",12,20
好事多魔,"['hao', 'shi', 'duo', 'mo']",10,38
好高务远,"['hao', 'gao', 'wu', 'yuan']",10,19
如茧自缠,"['ru', 'jian', 'zi', 'chan']",17,1
守株伺兔,"['shou', 'zhu', 'ci', 'tu']",32,11
安分洁己,"['an', 'fen', 'jie', 'ji']",13,62
安贫守道,"['an', 'pin', 'shou', 'dao']",13,23
有名亡实,"['you', 'ming', 'wang', 'shi']",26,99
有眼共见,"['you', 'yan', 'gong', 'jian']",26,29
死心倒地,"['si', 'xin', 'dao', 'di']",28,15
死心榻地,"['si', 'xin', 'ta', 'di']",28,15
死灰复燎,"['si', 'hui', 'fu', 'liao']",28,8
江淹梦笔,"['jiang', 'yan', 'meng', 'bi']",6,28
百步五十步之间,"['bai', 'bu', 'wu', 'shi', 'bu', 'zhi', 'jian']",3,29
百结悬鹑,"['bai', 'jie', 'xuan', 'chun']",3,11
老奸大猾,"['lao', 'jian', 'da', 'hua']",17,24
老奸巨猾,"['lao', 'jian', 'ju', 'hua']",17,24
老马识涂,"['lao', 'ma', 'shi', 'tu']",17,11
耳目新,"['er', 'mu', 'xin']",20,81
肉圃酒池,"['rou', 'pu', 'jiu', 'chi']",5,13
自彊不息,"['zi', 'jiang', 'bu', 'xi']",14,36
至言不繁,"['zhi', 'yan', 'bu', 'fan']",60,30
行尸坐肉,"['xing', 'shi', 'zuo', 'rou']",26,6
行尸走骨,"['xing', 'shi', 'zou', 'gu']",26,44
行尸视肉,"['xing', 'shi', 'shi', 'rou']",26,6
作茧自缠裹,"['zuo', 'jian', 'zi', 'chan', 'guo']",11,15
兵慌马乱,"['bing', 'huang', 'ma', 'luan']",15,5
冷眼傍观,"['leng', 'yan', 'bang', 'guan']",0,11
冷嘲闲讽,"['leng', 'chao', 'xian', 'feng']",0,52
冷嘲热谑,"['leng', 'chao', 're', 'xue']",0,14
冷讥热讽,"['leng', 'ji', 're', 'feng']",0,52
别出新裁,"['bie', 'chu', 'xin', 'cai']",0,7
利以昏智,"['li', 'yi', 'hun', 'zhi']",82,66
否往泰来,"['pi', 'wang', 'tai', 'lai']",6,3
呆似木鸡,"['dai', 'si', 'mu', 'ji']",19,62
